10.jpg;[[0.00177001953125, 0.0, 0.0, 0.0, 0.533203125, 0.4622802734375, 0.0, 0.00274658203125], [0.0032958984375, 0.0, 0.0, 0.0, 0.4666748046875, 0.52325439453125, 0.0, 0.00677490234375], [0.01141357421875, 0.0, 0.0, 0.0, 0.17071533203125, 0.79156494140625, 0.0, 0.02630615234375], [0.0230712890625, 0.00537109375, 0.00482177734375, 0.0462646484375, 0.2064208984375, 0.6922607421875, 6.103515625e-05, 0.021728515625], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]];[[0.01348876953125, 0.54034423828125, 0.4461669921875], [0.0032958984375, 0.43072509765625, 0.56597900390625], [0.01519775390625, 0.7698974609375, 0.21490478515625], [0.05902099609375, 0.80450439453125, 0.136474609375], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]];[[0.02362060546875, 0.6417236328125, 0.33465576171875], [0.02978515625, 0.88006591796875, 0.09014892578125], [0.11688232421875, 0.70928955078125, 0.173828125], [0.319580078125, 0.6473388671875, 0.0330810546875], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]
11.jpg;[[0.0069580078125, 0.0006103515625, 0.00042724609375, 0.0010986328125, 0.04351806640625, 0.93975830078125, 0.0006103515625, 0.00701904296875], [0.04437255859375, 0.0020751953125, 0.00048828125, 0.0047607421875, 0.1021728515625, 0.82354736328125, 0.00433349609375, 0.01824951171875], [0.05224609375, 0.00341796875, 0.00048828125, 0.00830078125, 0.11151123046875, 0.81048583984375, 0.0054931640625, 0.008056640625], [0.0283203125, 0.00360107421875, 0.0013427734375, 0.007080078125, 0.04815673828125, 0.90399169921875, 0.0020751953125, 0.00543212890625], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]];[[0.19219970703125, 0.78985595703125, 0.0179443359375], [0.21343994140625, 0.736083984375, 0.05047607421875], [0.20751953125, 0.72430419921875, 0.06817626953125], [0.3482666015625, 0.6240234375, 0.0277099609375], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]];[[0.1072998046875, 0.78302001953125, 0.10968017578125], [0.3330078125, 0.62506103515625, 0.04193115234375], [0.3939208984375, 0.540283203125, 0.0657958984375], [0.233154296875, 0.654296875, 0.112548828125], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]
12.jpg;[[0.03179931640625, 0.03021240234375, 0.35614013671875, 0.00469970703125, 0.0001220703125, 0.538330078125, 0.0194091796875, 0.019287109375], [0.0054931640625, 0.01739501953125, 0.25775146484375, 0.00225830078125, 0.0006103515625, 0.7010498046875, 0.0096435546875, 0.00579833984375], [0.03558349609375, 0.00079345703125, 0.0006103515625, 0.00689697265625, 0.01348876953125, 0.908203125, 0.02471923828125, 0.00970458984375], [0.1500244140625, 0.23956298828125, 0.1336669921875, 0.01141357421875, 0.00164794921875, 0.4093017578125, 0.0169677734375, 0.03741455078125], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]];[[0.2772216796875, 0.72271728515625, 6.103515625e-05], [0.17041015625, 0.82958984375, 0.0], [0.89251708984375, 0.10748291015625, 0.0], [0.97601318359375, 0.02398681640625, 0.0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]];[[0.00360107421875, 0.87652587890625, 0.119873046875], [0.000244140625, 0.45318603515625, 0.54656982421875], [0.0, 0.0897216796875, 0.9102783203125], [0.0, 0.0323486328125, 0.9676513671875], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]
13.jpg;[[0.0, 0.0, 0.0, 0.0, 0.14739990234375, 0.8226318359375, 0.0, 0.02996826171875], [0.01153564453125, 0.0001220703125, 0.0, 0.00054931640625, 0.33941650390625, 0.645751953125, 0.0, 0.00262451171875], [6.103515625e-05, 0.0, 0.0, 0.0, 0.00250244140625, 0.9974365234375, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]];[[0.25042724609375, 0.70318603515625, 0.04638671875], [0.56976318359375, 0.40093994140625, 0.029296875], [0.060546875, 0.93878173828125, 0.00067138671875], [0.00933837890625, 0.9892578125, 0.00140380859375], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]];[[0.0, 0.95196533203125, 0.04803466796875], [0.0, 0.58233642578125, 0.41766357421875], [0.0, 0.04229736328125, 0.95770263671875], [0.0, 0.0179443359375, 0.9820556640625], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]
14.jpg;[[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0003662109375, 0.9971923828125, 0.00244140625, 0.0], [0.00018310546875, 0.0, 0.0, 0.0, 0.0, 0.9990234375, 0.00079345703125, 0.0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]];[[0.10211181640625, 0.89459228515625, 0.0032958984375], [0.2257080078125, 0.7740478515625, 0.000244140625], [0.3297119140625, 0.6702880859375, 0.0], [0.22344970703125, 0.76861572265625, 0.0079345703125], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]];[[0.0526123046875, 0.919921875, 0.0274658203125], [0.0001220703125, 0.81903076171875, 0.18084716796875], [0.0, 0.62823486328125, 0.37176513671875], [0.0, 0.42840576171875, 0.57159423828125], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]
15.jpg;[[0.0020751953125, 0.001953125, 0.0302734375, 0.31243896484375, 0.64556884765625, 0.00213623046875, 6.103515625e-05, 0.0054931640625], [0.01910400390625, 0.014404296875, 0.03515625, 0.63897705078125, 0.2265625, 0.06268310546875, 0.0001220703125, 0.00299072265625], [0.0103759765625, 0.052978515625, 0.16351318359375, 0.64581298828125, 0.111328125, 0.0018310546875, 0.0, 0.01416015625], [0.02069091796875, 0.0, 0.0, 0.5299072265625, 0.42828369140625, 0.01861572265625, 0.0, 0.00250244140625], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]];[[0.15313720703125, 0.84686279296875, 0.0], [0.5472412109375, 0.4527587890625, 0.0], [0.62322998046875, 0.37677001953125, 0.0], [0.44439697265625, 0.55560302734375, 0.0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]];[[0.0, 0.96783447265625, 0.03216552734375], [0.0001220703125, 0.968994140625, 0.0308837890625], [0.040771484375, 0.85992431640625, 0.09930419921875], [0.0, 0.98504638671875, 0.01495361328125], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]
16.jpg;[[0.00628662109375, 0.0, 0.0, 0.0, 0.5654296875, 0.423095703125, 0.0, 0.00518798828125], [0.0098876953125, 0.0, 0.0, 0.0, 0.399658203125, 0.5859375, 0.0, 0.0045166015625], [0.0, 0.0, 0.0, 0.0, 0.00091552734375, 0.99871826171875, 0.0, 0.0003662109375], [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]];[[0.0133056640625, 0.9417724609375, 0.044921875], [0.01031494140625, 0.95758056640625, 0.0321044921875], [0.0018310546875, 0.950927734375, 0.0472412109375], [0.1014404296875, 0.85919189453125, 0.03936767578125], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]];[[0.00042724609375, 0.89044189453125, 0.109130859375], [0.00360107421875, 0.80816650390625, 0.188232421875], [0.006591796875, 0.87841796875, 0.114990234375], [0.0740966796875, 0.914794921875, 0.0111083984375], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]
17.jpg;[[0.0372314453125, 0.00860595703125, 0.00262451171875, 0.00494384765625, 0.0179443359375, 0.9222412109375, 0.00189208984375, 0.0045166015625], [0.1275634765625, 0.0103759765625, 0.0064697265625, 0.03204345703125, 0.04754638671875, 0.76324462890625, 0.0035400390625, 0.00921630859375], [0.02056884765625, 0.0040283203125, 0.0, 0.00103759765625, 0.0064697265625, 0.96728515625, 0.0, 0.0006103515625], [0.00494384765625, 0.00018310546875, 0.0, 0.00079345703125, 0.0035400390625, 0.99053955078125, 0.0, 0.0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]];[[0.431640625, 0.56707763671875, 0.00128173828125], [0.7587890625, 0.240234375, 0.0009765625], [0.14459228515625, 0.850830078125, 0.00457763671875], [0.01544189453125, 0.9793701171875, 0.00518798828125], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]];[[0.32000732421875, 0.67919921875, 0.00079345703125], [0.48480224609375, 0.51519775390625, 0.0], [0.45269775390625, 0.54718017578125, 0.0001220703125], [0.2158203125, 0.7841796875, 0.0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]
18.jpg;[[0.00787353515625, 0.1390380859375, 0.33135986328125, 0.25762939453125, 0.042236328125, 0.18988037109375, 0.00067138671875, 0.03131103515625], [0.0068359375, 0.0146484375, 0.091796875, 0.2232666015625, 0.52197265625, 0.1307373046875, 0.000244140625, 0.010498046875], [0.008544921875, 0.0479736328125, 0.19232177734375, 0.301513671875, 0.4241943359375, 0.00372314453125, 0.0, 0.021728515625], [0.00140380859375, 0.0028076171875, 0.0269775390625, 0.1300048828125, 0.83331298828125, 0.00091552734375, 0.0, 0.00457763671875], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]];[[0.18096923828125, 0.81866455078125, 0.0003662109375], [0.201416015625, 0.798583984375, 0.0], [0.11236572265625, 0.8875732421875, 6.103515625e-05], [0.09710693359375, 0.90264892578125, 0.000244140625], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]];[[0.0089111328125, 0.5899658203125, 0.401123046875], [0.02239990234375, 0.79827880859375, 0.1793212890625], [0.0185546875, 0.70330810546875, 0.27813720703125], [0.0120849609375, 0.87451171875, 0.1134033203125], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]
19.jpg;[[0.01055908203125, 0.0, 0.0, 0.0, 0.00103759765625, 0.978271484375, 0.0042724609375, 0.005859375], [0.21868896484375, 0.4039306640625, 0.01904296875, 0.10888671875, 0.00848388671875, 0.23565673828125, 0.0010986328125, 0.00421142578125], [0.09375, 0.5316162109375, 0.0369873046875, 0.01885986328125, 0.009033203125, 0.30718994140625, 0.00067138671875, 0.00189208984375], [0.20440673828125, 0.0816650390625, 0.0050048828125, 0.0096435546875, 0.01617431640625, 0.6195068359375, 0.0008544921875, 0.062744140625], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]];[[0.799072265625, 0.1942138671875, 0.0067138671875], [0.8424072265625, 0.157470703125, 0.0001220703125], [0.758544921875, 0.241455078125, 0.0], [0.5721435546875, 0.41253662109375, 0.01531982421875], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]];[[0.00830078125, 0.96826171875, 0.0234375], [0.0, 0.155029296875, 0.844970703125], [0.0, 0.4669189453125, 0.5330810546875], [0.295654296875, 0.69549560546875, 0.00885009765625], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]
